,project_name,state,postcode,fuel_source,capacity_mw,project_stage,stage_date,accreditation_start_date,accreditation_code,search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
189,Sydney City Toyota Waterloo,NSW,2017,Solar,0.454,approved,2025-06-27,2025-06-11,SRPYNSD2,"Sydney City Toyota Waterloo, NSW, 2017, Australia",-33.8997677,151.2113201,-33.9003104,-33.8991330,151.2106892,151.2120025,"Sydney City Toyota, Crown Square Shopping Plaza, Crown Square, Waterloo, Sydney, Council of the City of Sydney, New South Wales, 2017, Australia",way,403436278,nominatim,ok,exact
190,Timberjack 10 International Square,VIC,3043,Solar,0.236,approved,2025-06-27,2025-04-07,SRPXVCQ7,"VIC, 3043, Australia",-37.754868,145.6528982,-37.7549180,-37.7548180,145.6528482,145.6529482,"3043, Warburton Highway, Millgrove, Melbourne, Shire of Yarra Ranges, Victoria, 3799, Australia",node,12420437371,nominatim,ok,postcode
191,Timberjack 11 International Square,VIC,3043,Solar,0.173,approved,2025-06-27,2025-04-07,SRPXVCQ8,"VIC, 3043, Australia",-37.754868,145.6528982,-37.7549180,-37.7548180,145.6528482,145.6529482,"3043, Warburton Highway, Millgrove, Melbourne, Shire of Yarra Ranges, Victoria, 3799, Australia",node,12420437371,nominatim,ok,postcode
192,Timberjack Bliss Court Derrimut,VIC,3026,Solar,0.62,approved,2025-06-27,2025-04-07,SRPXVCQ6,"VIC, 3026, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
193,Uppal Produce,VIC,3616,Solar,0.15,approved,2025-06-27,2025-05-14,SRPXVCR3,"VIC, 3616, Australia",-36.2507358,144.944329,-36.2530296,-36.2490257,144.9412844,144.9479388,"Nestle Australia PTY Ltd, 50, Tongala, Shire of Campaspe, Victoria, 3621, Australia",way,512183741,nominatim,ok,postcode
194,Koorelah Farms,QLD,4805,Solar,0.406,approved,2025-06-30,2025-03-03,SRPXQLH9,"QLD, 4805, Australia",-20.0008272,148.2377252,-20.0010118,-20.0006782,148.2375396,148.2379114,"EG Australia, Richmond Road, Bowen, Whitsunday Regional, Queensland, Australia",way,245391993,nominatim,ok,postcode
195,Woolworths Norwest Circa 1422,NSW,2153,Solar,0.3,approved,2025-06-30,2025-06-03,SRPYNSC9,"NSW, 2153, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
196,Ashburton Aboriginal Corporation,WA,6751,Solar,0.727,approved,2025-07-01,2025-05-01,SRPVWAN9,"WA, 6751, Australia",-28.7677931,114.6187746,-28.7694357,-28.7654867,114.6172237,114.6207470,"Catholic Education Western Australia, 15, Geraldton, City Of Greater Geraldton, Western Australia, 6530, Australia",way,243129083,nominatim,ok,postcode
197,Bunnings Nunawading,VIC,3131,Solar,0.26,approved,2025-07-01,2025-06-17,SRPXVCS0,"Bunnings Nunawading, VIC, 3131, Australia",-37.8196599,145.1668266,-37.8203094,-37.8183953,145.1663415,145.1674336,"Bunnings Warehouse, 250, Whitehorse Road, Nunawading, Melbourne, City of Whitehorse, Victoria, 3131, Australia",way,30834622,nominatim,ok,exact
198,Eastern Creek,NSW,2766,Landfill Gas,4.268,approved,2025-07-01,2025-05-22,BEBGNS40,"Eastern Creek, NSW, 2766, Australia",-33.8059423,150.849956,-33.8238915,-33.7793174,150.8102229,150.8893013,"Eastern Creek, Sydney, Blacktown City Council, New South Wales, 2766, Australia",relation,4525456,nominatim,ok,exact
199,Gunnedah 2A Solar Farm,NSW,2380,Solar,6.048,approved,2025-07-01,2025-05-21,SRPYNSC0,"NSW, 2380, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
200,Hemmant 1+3 Lineage Logistics,QLD,4174,Solar,1.518,approved,2025-07-01,2025-06-03,SRPXQLK3,"QLD, 4174, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.0788750,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
201,Raymond Terrace,NSW,2324,Solar,0.222,approved,2025-07-01,2025-06-12,SRPYNSD4,"Raymond Terrace, NSW, 2324, Australia",-32.7610569,151.7462299,-32.8035435,-32.7071452,151.7243470,151.8098366,"Raymond Terrace, Newcastle-Maitland, Port Stephens Council, New South Wales, 2324, Australia",relation,6002945,nominatim,ok,exact
202,Scalabrini Griffith,NSW,2680,Solar,0.22,approved,2025-07-01,2025-06-03,SRPYNSC8,"Scalabrini Griffith, NSW, 2680, Australia",-34.300549,146.0768301,-34.3010377,-34.3000505,146.0760319,146.0775037,"Scalabrini Griffith, Oakes Road, Yoogali, Griffith, Griffith City Council, New South Wales, 2680, Australia",relation,14454237,nominatim,ok,exact
203,Wambo Wind Farm Stage 1,QLD,4410,Wind,252.0,approved,2025-07-01,2025-06-11,WD00QL10,"Wambo Wind Farm Stage 1, QLD, 4410, Australia",-26.63629,151.2709429,-26.6379170,-26.6341610,151.2690681,151.2730050,"Wambo Wind Farm, Diamondy, Western Downs Regional, Queensland, Australia",way,1290567614,nominatim,ok,exact
204,Woolworths Merimbula 1250,NSW,2548,Solar,0.366,approved,2025-07-01,2025-06-16,SRPYNSD3,"NSW, 2548, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
205,SH LEASEHOLD PTY LTD,SA,5096,Solar,0.198,approved,2025-07-02,2025-06-20,SRPXSA04,"SA, 5096, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
206,GPE_DB Santasalo,NSW,2516,Solar,0.532,approved,2025-07-03,2025-03-20,SRPYNS87,"NSW, 2516, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
207,Kwinana WTE - WA,WA,6167,Biomass-Based Components of Municipal Solid Waste,42.0,approved,2025-07-03,2025-03-27,BEBMWA04,"WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
208,Murrumbidgee,NSW,2716,Solar,7.125,approved,2025-07-03,2025-05-16,SRPYNSB4,"Murrumbidgee, NSW, 2716, Australia",-35.0141713,145.8110415,-35.5881941,-34.4349549,145.1779576,146.2296580,"Murrumbidgee Council, New South Wales, Australia",relation,6231900,nominatim,ok,exact
209,PCCS,NSW,2486,Solar,0.18,approved,2025-07-03,2025-06-12,SRPYNSD5,"NSW, 2486, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
210,Region Group Kwinana 2,WA,6167,Solar,1.19,approved,2025-07-03,2025-03-06,SRPVWAO0,"WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
211,Bunnings Mentone,VIC,3194,Solar,0.18,approved,2025-07-09,2025-06-25,SRPXVCS6,"Bunnings Mentone, VIC, 3194, Australia",-37.9768027,145.0696103,-37.9778056,-37.9760274,145.0678326,145.0708112,"Bunnings Warehouse, 29, Nepean Highway, Mentone, Melbourne, City of Kingston, Victoria, 3194, Australia",way,355395857,nominatim,ok,exact
212,Equinex SY9,NSW,2142,Solar,0.49,approved,2025-07-09,2025-06-23,SRPYNSF1,"NSW, 2142, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
213,HomeCo Braybrook,VIC,3019,Solar,0.14,approved,2025-07-09,2025-06-23,SRPXVCS4,"HomeCo Braybrook, VIC, 3019, Australia",-37.7784329,144.8509603,-37.7794759,-37.7773952,144.8496414,144.8522821,"HomeCo, 330, Ballarat Road, Braybrook, Melbourne, City of Maribyrnong, Victoria, 3019, Australia",way,112437488,nominatim,ok,exact
214,HomeCo Bundall,QLD,4217,Solar,0.33,approved,2025-07-09,2025-06-23,SRPXQLK7,"HomeCo Bundall, QLD, 4217, Australia",-28.0055109,153.4124826,-28.0059887,-28.0046930,153.4112098,153.4129740,"HomeCo, 100, Bundall Road, Bundall, Gold Coast City, Queensland, 4217, Australia",way,397003186,nominatim,ok,exact
215,Bunnings Lawnton,QLD,4501,Solar,0.16,approved,2025-07-10,2025-06-26,SRPXQLL0,"Bunnings Lawnton, QLD, 4501, Australia",-27.2879639,152.9853672,-27.2883460,-27.2875832,152.9847354,152.9859991,"Bunnings Warehouse, Gympie Road, Lawnton, Greater Brisbane, City of Moreton Bay, Queensland, 4501, Australia",way,134632882,nominatim,ok,exact
216,Omya Bajool - 546kW,QLD,4699,Solar,0.546,approved,2025-07-10,2025-05-09,SRPXQLJ8,"QLD, 4699, Australia",-23.3808205,150.5148648,-23.3809723,-23.3806501,150.5146574,150.5150723,"Rockhampton Post Office, Market Lane, Rockhampton City, Rockhampton, Rockhampton Regional, Queensland, 7200, Australia",way,892132244,nominatim,ok,postcode
217,Bunnings Alexandria,NSW,2015,Solar,0.456,approved,2025-07-14,2025-06-20,SRPYNSD7,"Bunnings Alexandria, NSW, 2015, Australia",-33.9054338,151.1935648,-33.9054838,-33.9053838,151.1935148,151.1936148,"Bunnings, Euston Road, Macdonaldtown, Alexandria, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia",node,13073609605,nominatim,ok,exact
218,"Chisholm Rd, Auburn",NSW,2144,Solar,0.207,approved,2025-07-14,2025-06-06,SRPYNSD1,"Chisholm Rd, Auburn, NSW, 2144, Australia",-33.8675137,151.0178421,-33.8707243,-33.8643022,151.0172369,151.0184422,"Chisholm Road, Auburn, Sydney, Cumberland City Council, New South Wales, 2144, Australia",way,257352582,nominatim,ok,exact
219,Hillwood Berries,QLD,4670,Solar,0.268,approved,2025-07-14,2025-06-16,SRPXQLK9,"QLD, 4670, Australia",-24.8651364,152.3778965,-24.8653187,-24.8649540,152.3777536,152.3780394,"Difftrans QLD, Steptoe Street, Bundaberg East, Bundaberg, Bundaberg Region, Queensland, 4670, Australia",way,1300874446,nominatim,ok,postcode
220,Bunnings Hoppers Crossing,VIC,3029,Solar,0.18,approved,2025-07-17,2025-06-30,SRPXVCS9,"Bunnings Hoppers Crossing, VIC, 3029, Australia",-37.8752602,144.7133085,-37.8760513,-37.8741315,144.7123138,144.7140749,"Bunnings Warehouse - Hoppers Crossing, 221 - 231, Old Geelong Road, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia",way,257724242,nominatim,ok,exact
221,Energy Bay - Leppington BP - WH2,NSW,2179,Solar,0.439,approved,2025-07-17,2025-05-29,SRPYNSC7,"NSW, 2179, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
222,GPE SURYA ENTERPRISES GOLD COAST,VIC,3925,Solar,0.199,approved,2025-07-17,2025-07-02,SRPXVCT1,"VIC, 3925, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
223,Greentech 7 Solar Farm & BESS,VIC,3380,Solar,8.507,approved,2025-07-17,2025-02-12,SRPXVCH2,"VIC, 3380, Australia",-38.165166,144.3376679,-38.1751660,-38.1551660,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
224,Minter Magic Packing Shed Iraak,VIC,3494,Solar,0.2,approved,2025-07-17,2025-05-27,SRPXVCR9,"VIC, 3494, Australia",-34.4556204,142.1487182,-34.4620232,-34.4491944,142.1389005,142.1585501,"Olam Orchards Australia, Carwarp, Rural City of Mildura, Victoria, 3494, Australia",way,551835556,nominatim,ok,postcode
225,Seventh-Day Adventist Aged Care Greater Sydney Ltd,NSW,2147,Solar,0.154,approved,2025-07-17,2025-06-30,SRPYNSF4,"NSW, 2147, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
226,Treeby Parklands Care Community,WA,6164,Solar,0.23,approved,2025-07-17,2025-07-02,SRPVWAO4,"WA, 6164, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
227,Western Port Bay Care Community,VIC,3913,Solar,0.2,approved,2025-07-17,2025-07-01,SRPXVCT0,"VIC, 3913, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
228,Bunnings Ballarat,VIC,3350,Solar,0.18,approved,2025-07-18,2025-06-26,SRPXVCS8,"Bunnings Ballarat, VIC, 3350, Australia",-37.5515384,143.852669,-37.5522394,-37.5507734,143.8521447,143.8531923,"Bunnings Warehouse Ballarat, 306-312, Creswick Road, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia",way,56666976,nominatim,ok,exact
229,Goodman AU702 Axle West,NSW,2766,Solar,0.655,approved,2025-07-18,2025-06-20,SRPYNSD9,"NSW, 2766, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
230,Pillow Talk Darra,QLD,4076,Solar,0.4,approved,2025-07-18,2025-06-10,SRPXQLK4,"QLD, 4076, Australia",-27.4809085,153.0337429,-27.4810455,-27.4807450,153.0334930,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
231,SOC Osborne Park,WA,6017,Solar,0.3,approved,2025-07-18,2025-07-07,SRPVWAO5,"WA, 6017, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
232,Temora 1C Solar Farm,NSW,2666,Solar,6.121,approved,2025-07-18,2025-03-20,SRPYNS49,"NSW, 2666, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
233,Harvey Norman Maroochydore Homemaker,QLD,4558,Solar,0.454,approved,2025-07-21,2025-07-11,SRPXQLL6,"QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
234,Spreyton,TAS,7310,Solar,0.174,approved,2025-07-21,2025-07-08,SRPVTA27,"Spreyton, TAS, 7310, Australia",-41.2218021,146.3473314,-41.2448220,-41.2075130,146.3185900,146.3740780,"Spreyton, Devonport, City of Devonport, Tasmania, 7310, Australia",relation,10586160,nominatim,ok,exact
235,AU254 M7 BH,NSW,2766,Solar,0.438,approved,2025-07-23,2025-05-09,SRPYNSA2,"NSW, 2766, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
236,House Power North Maroochydore Homemaker,QLD,4558,Solar,0.203,approved,2025-07-23,2025-07-11,SRPXQLL2,"QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
237,House Power South Maroochydore Homemaker,QLD,4558,Solar,0.187,approved,2025-07-23,2025-07-11,SRPXQLL3,"QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
238,Culcairn Solar Farm,NSW,2660,Solar,439.869,approved,2025-07-25,2025-06-26,SRPYNS80,"NSW, 2660, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
239,Domayne Maroochydore Homemaker,QLD,4558,Solar,0.203,approved,2025-07-25,2025-07-11,SRPXQLL5,"QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
240,GRAC,VIC,3844,Solar,0.305,approved,2025-07-25,2025-06-25,SRPXVCS2,"VIC, 3844, Australia",-38.165166,144.3376679,-38.1751660,-38.1551660,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
241,Greenlink 6,VIC,3977,Solar,0.439,approved,2025-07-25,2025-06-06,SRPXVCR8,"VIC, 3977, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
242,HomeCo Hawthorn East,VIC,3123,Solar,0.2,approved,2025-07-25,2025-05-26,SRPXVCR5,"HomeCo Hawthorn East, VIC, 3123, Australia",-37.8460333,145.0420426,-37.8468846,-37.8451772,145.0414012,145.0427124,"HomeCo, 740-742, Toorak Road, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia",way,218844031,nominatim,ok,exact
243,Joyce Mayne Maroochydore Homemaker,QLD,4558,Solar,0.187,approved,2025-07-25,2025-07-11,SRPXQLL4,"QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
244,Morgan Sawmill Dublin,SA,5501,Solar,0.705,approved,2025-07-25,2025-05-12,SRPVSAZ9,"SA, 5501, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
245,Nhill Renewable Energy Facility,VIC,3418,Solar,6.512,approved,2025-07-25,2025-07-03,SRPXVCS5,"VIC, 3418, Australia",-38.165166,144.3376679,-38.1751660,-38.1551660,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
246,Woolworths Eagle Vale 1091,NSW,2558,Solar,0.338,approved,2025-07-25,2025-07-08,SRPYNSF5,"NSW, 2558, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
247,Greenacres Joint Venture,SA,5086,Solar,0.245,approved,2025-07-31,2025-07-09,SRPXSA06,"SA, 5086, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
248,Moorebank,NSW,2170,Solar,1.731,approved,2025-07-31,2025-05-23,SRPYNSC3,"Moorebank, NSW, 2170, Australia",-33.9332633,150.949686,-33.9654355,-33.9220848,150.9122741,150.9706633,"Moorebank, Sydney, Liverpool City Council, New South Wales, 2170, Australia",relation,5528821,nominatim,ok,exact
249,Redmud Green Energy 197 Pty Ltd,NSW,2386,Solar,6.519,approved,2025-07-31,2025-07-15,SRPYNSF3,"NSW, 2386, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
250,Stanhope Leisure Centre,NSW,2768,Solar,0.35,approved,2025-07-31,2025-07-25,SRPYNSE0,"Stanhope Leisure Centre, NSW, 2768, Australia",-33.7194133,150.9227935,-33.7211303,-33.7178229,150.9204874,150.9268414,"Blacktown Leisure Centre Stanhope, Candice Crescent, Stanhope Gardens, Sydney, Blacktown City Council, New South Wales, 2768, Australia",way,55660988,nominatim,ok,exact
251,UA Mornington,TAS,7018,Solar,0.21,approved,2025-07-31,2025-06-24,SRPVTA26,"TAS, 7018, Australia",-42.8768387,147.4090935,-42.8768887,-42.8767887,147.4090435,147.4091435,"Australia Post, Orford Crescent, Howrah Heights, Howrah, Hobart, City of Clarence, Tasmania, 7018, Australia",node,10164937370,nominatim,ok,postcode
252,Harvey Norman Warragul,VIC,3820,Solar,0.336,approved,2025-08-01,2025-07-18,SRPXVCT3,"Harvey Norman Warragul, VIC, 3820, Australia",-38.1663025,145.9520031,-38.1663525,-38.1662525,145.9519531,145.9520531,"Harvey Norman, Hazel Drive, Warragul, Shire of Baw Baw, Victoria, 3820, Australia",node,13000106967,nominatim,ok,exact
253,Goodman AU079 Greystanes Laminex,NSW,2145,Solar,0.4,approved,2025-08-04,2025-06-20,SRPYNSD8,"NSW, 2145, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
254,DW Coomera,QLD,4209,Solar,0.709,approved,2025-08-05,2025-07-02,SRPXQLL1,"QLD, 4209, Australia",-27.832586,153.290556,-27.8341218,-27.8316846,153.2897003,153.2916024,"Luna Machinery QLD, 122, Pimpama, Gold Coast City, Queensland, 4209, Australia",way,162920917,nominatim,ok,postcode
255,Mackay Christian College Senior Campus,QLD,4740,Solar,0.29,approved,2025-08-05,2025-06-23,SRPXQLK6,"QLD, 4740, Australia",-21.1416067,149.1868383,-21.1418333,-21.1414374,149.1867077,149.1869706,"National Australia Bank, Sydney Street, Mackay, Mackay Regional, Queensland, 4740, Australia",way,179388117,nominatim,ok,postcode
256,Team Medical Supplies,NSW,2147,Solar,0.207,approved,2025-08-05,2025-07-10,SRPYNSF7,"NSW, 2147, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
257,Americold Hemmant 3,QLD,4174,Solar,0.524,approved,2025-08-07,2025-07-28,SRPXQLM0,"QLD, 4174, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.0788750,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
258,Brothers Sports Club,QLD,4670,Solar,0.292,approved,2025-08-07,2025-07-08,SRPXQLL7,"Brothers Sports Club, QLD, 4670, Australia",-24.8911168,152.3189452,-24.8911668,-24.8910668,152.3188952,152.3189952,"Brothers Sports Club, Takalvan Street, Kensington, Bundaberg, Bundaberg Region, Queensland, 4670, Australia",node,9829446017,nominatim,ok,exact
259,Dungog WTP,NSW,2420,Solar,0.301,approved,2025-08-08,2025-07-08,SRPYNS96,"NSW, 2420, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
260,Wollongong WRRF,NSW,2505,Solar,0.246,approved,2025-08-08,2025-05-23,SRPYNSB9,"NSW, 2505, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
261,Canally Microgrid,NSW,2715,Solar,6.567,approved,2025-08-14,2025-08-04,SRPYNSF6,"NSW, 2715, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
262,Coffs Harbour Grange Care Community,NSW,2450,Solar,0.189,approved,2025-08-14,2025-07-29,SRPYNSE4,"NSW, 2450, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
263,Munno Para Foodland,SA,5114,Solar,1.18,approved,2025-08-14,2025-06-18,SRPXSA03,"SA, 5114, Australia",-34.7123891,138.6852025,-34.7197018,-34.7039655,138.6729057,138.6995815,"Elizabeth Park, Adelaide, City of Playford, South Australia, 5113, Australia",relation,7385724,nominatim,ok,postcode
264,Tronox,NSW,2715,Solar,10.713,approved,2025-08-14,2025-07-12,SRPYNSD6,"Tronox, NSW, 2715, Australia",-32.9083235,144.2433537,-32.9083410,-32.9083066,144.2433275,144.2433798,"Tronox, Balranald Road, Ivanhoe, Central Darling Shire Council, New South Wales, 2878, Australia",way,1012630505,nominatim,ok,exact
